Wavelength(nm),Baseline,Boro125,Boro25,Boro5,Malico125,Malico25,Malico5,Tarta125,Tarta25,Tarta5
768,0.108123075,0.534600546,0.576127471,0.280251512,8.30E-02,0.40974802,0.948479816,6.50E-02,7.31E-02,0.180621238
768.5,0.108175329,0.534415289,0.575940936,0.28024099,0.082847245,0.409826439,0.948547644,6.48E-02,7.31E-02,0.180170052
769,0.108281152,0.534122591,0.575785223,0.280224003,8.27E-02,0.410005267,0.948582996,6.46E-02,7.29E-02,0.179722253
769.5,0.108358611,0.53392201,0.575563161,0.280170033,0.082501517,0.410072433,0.948635771,6.44E-02,7.27E-02,0.179264546
770,0.108404628,0.533770547,0.575414232,0.280136674,8.24E-02,0.410187629,0.948678497,6.43E-02,7.24E-02,0.178840901
770.5,0.108482108,0.533599867,0.575241267,0.280078469,8.22E-02,0.410332098,0.948646738,6.41E-02,7.21E-02,0.178394875
771,0.108584728,0.533385676,0.575042782,0.280004481,8.21E-02,0.410469592,0.948593829,6.39E-02,7.19E-02,0.177942397
771.5,0.108635893,0.533143668,0.574912705,0.279979787,8.20E-02,0.41054034,0.948699744,6.37E-02,7.16E-02,0.177574416
772,0.108703054,0.533023177,0.574805309,0.279945876,8.18E-02,0.4105725,0.948769883,6.35E-02,7.13E-02,0.177180119
772.5,0.10877344,0.53280106,0.574627931,0.27989022,8.17E-02,0.410673828,0.948713461,6.33E-02,7.11E-02,0.176767588
773,0.108852554,0.532591021,0.574454122,0.279821227,8.15E-02,0.410815532,0.948659453,6.31E-02,7.09E-02,0.176350066
773.5,0.108931163,0.53242724,0.574315149,0.279761079,8.14E-02,0.410951162,0.948678408,6.30E-02,7.07E-02,0.175944846
774,0.10897207,0.532201701,0.574170128,0.279759568,8.13E-02,0.411000646,0.948748118,6.28E-02,7.05E-02,0.175579945
774.5,0.109060146,0.532034337,0.573993135,0.279753129,8.11E-02,0.411177757,0.948690769,6.26E-02,7.03E-02,0.175125064
775,0.109120776,0.531819135,0.57382029,0.279723561,8.09E-02,0.4113421,0.948788501,0.062448012,7.02E-02,0.174688015
775.5,0.109200439,0.531574974,0.573624067,0.279672879,8.08E-02,0.411470606,0.948825962,6.23E-02,7.00E-02,0.174251167
776,0.109311132,0.531341702,0.573412936,0.279627315,8.07E-02,0.411586321,0.948719733,6.21E-02,6.98E-02,0.173808492
776.5,0.109342861,0.531199687,0.573314122,0.279683843,8.06E-02,0.411823356,0.948852784,6.19E-02,6.97E-02,0.173414185
777,0.109428104,0.530960039,0.573033235,0.279650003,8.04E-02,0.411893462,0.948952252,6.18E-02,6.96E-02,0.172993349
777.5,0.109497753,0.530745292,0.572890467,0.279632294,0.080300343,0.412043585,0.948872455,0.061598951,6.94E-02,0.172583995
778,0.109563534,0.530538927,0.572766683,0.279603516,8.02E-02,0.412217672,0.948831639,6.14E-02,0.06923507,0.172178168
778.5,0.1096448,0.530309635,0.572537587,0.279535265,8.00E-02,0.412344296,0.948986726,0.061201256,6.90E-02,0.171759627
779,0.10974092,0.530052517,0.572374694,0.279486076,7.99E-02,0.412499443,0.948930789,6.10E-02,6.89E-02,0.171302774
779.5,0.109808966,0.529807355,0.572153782,0.27944912,7.97E-02,0.412599793,0.948952803,6.09E-02,6.88E-02,0.170931306
780,0.109887135,0.529626561,0.571987398,0.279473175,7.96E-02,0.412748254,0.948951825,6.07E-02,6.86E-02,0.170540806
780.5,0.109966462,0.529451976,0.571854339,0.279522085,7.94E-02,0.41293091,0.948961242,6.05E-02,6.85E-02,0.170120694
781,0.1100299,0.529207546,0.571696778,0.279540132,7.93E-02,0.413103415,0.949034763,6.03E-02,6.84E-02,0.169687178
781.5,0.110103398,0.528950195,0.571465509,0.279526741,7.92E-02,0.413244544,0.949082443,6.01E-02,6.83E-02,0.169270477
782,0.110189634,0.528744783,0.571293518,0.279480901,7.91E-02,0.413364585,0.949074068,6.00E-02,6.81E-02,0.168852547
782.5,0.110268137,0.52853295,0.571099302,0.279471801,7.89E-02,0.413494055,0.949066414,5.98E-02,6.80E-02,0.168422925
783,0.110337257,0.528322204,0.57090066,0.279503554,0.078812934,0.413666843,0.949126369,5.97E-02,6.79E-02,0.167998642
783.5,0.110404317,0.528142679,0.570755597,0.279548853,7.87E-02,0.413910343,0.949311508,5.95E-02,6.78E-02,0.167606612
784,0.110484223,0.527867653,0.570593975,0.279561398,7.85E-02,0.414043722,0.949288183,5.93E-02,0.067642001,0.16718718
784.5,0.110577536,0.527640939,0.570424111,0.279491756,7.84E-02,0.41418093,0.949237679,0.059184131,6.75E-02,0.16674838
785,0.110670955,0.527423706,0.570205393,0.279481182,7.82E-02,0.414321189,0.949258151,5.90E-02,6.73E-02,0.166305641
785.5,0.110759354,0.527193986,0.569984286,0.279522066,7.81E-02,0.41448252,0.949295922,5.89E-02,6.72E-02,0.165874699
786,0.110843009,0.526939846,0.56987644,0.279496022,0.077944496,0.414698028,0.949180031,5.87E-02,6.70E-02,0.165473051
786.5,0.110885028,0.526711962,0.569756841,0.279601765,7.79E-02,0.414865697,0.949285627,5.86E-02,6.68E-02,0.165068242
787,0.11096048,0.526485385,0.569572853,0.279611273,7.77E-02,0.415029265,0.949341602,5.84E-02,6.66E-02,0.164673567
787.5,0.111040591,0.526245932,0.569358604,0.279583983,7.76E-02,0.415239873,0.949387561,5.83E-02,6.64E-02,0.164274844
788,0.111122711,0.525993752,0.569151408,0.279545512,7.75E-02,0.415465808,0.949438991,0.058197905,6.62E-02,0.163861409
788.5,0.111238103,0.525747171,0.568998584,0.279480435,7.73E-02,0.415562923,0.949482342,5.80E-02,6.61E-02,0.163424931
789,0.111308286,0.525551224,0.568810884,0.279529869,7.72E-02,0.415784298,0.949448906,5.78E-02,6.59E-02,0.163033743
789.5,0.111384171,0.525309397,0.568591282,0.279565396,7.71E-02,0.415927714,0.949485166,5.77E-02,6.58E-02,0.162637908
790,0.111463093,0.525051076,0.568364337,0.279560269,7.70E-02,0.416084788,0.949524428,5.75E-02,6.56E-02,0.162239469
790.5,0.111544702,0.524797331,0.568163219,0.279512671,7.68E-02,0.416298293,0.949534055,0.057375265,6.55E-02,0.161841646
791,0.111639177,0.524542426,0.56804632,0.279460471,7.67E-02,0.416488359,0.949568622,5.72E-02,0.065440859,0.161445877
791.5,0.111709406,0.524347518,0.567854749,0.279523145,7.66E-02,0.416591592,0.949632364,5.70E-02,6.53E-02,0.161050292
792,0.11178863,0.524142113,0.567668888,0.27953913,7.65E-02,0.416722388,0.949666514,5.68E-02,6.52E-02,0.160670935
792.5,0.111875201,0.5239089,0.567485717,0.279529354,7.63E-02,0.416890459,0.949688249,5.67E-02,6.50E-02,0.160295502
793,0.11196655,0.523645501,0.567294832,0.279516215,7.62E-02,0.417075563,0.949725585,5.65E-02,6.48E-02,0.159909746
793.5,0.112071433,0.523378179,0.567088358,0.279455449,7.61E-02,0.417188758,0.949821652,5.63E-02,6.46E-02,0.159500749
794,0.112111125,0.523178111,0.566979921,0.279476482,7.60E-02,0.417365731,0.949746225,5.62E-02,6.44E-02,0.159154421
794.5,0.112193064,0.522959985,0.566815713,0.279480067,7.59E-02,0.417571343,0.949758832,5.60E-02,6.42E-02,0.15876687
795,0.112282091,0.522721027,0.566630819,0.279477376,7.57E-02,0.417752851,0.949829144,5.58E-02,6.40E-02,0.158364951
795.5,0.112334,0.522475329,0.56647541,0.27949852,7.56E-02,0.417872201,0.949872616,5.57E-02,6.39E-02,0.157987007
796,0.112429697,0.522238461,0.566251023,0.279559185,7.55E-02,0.418007897,0.949830806,5.55E-02,6.36E-02,0.157575351
796.5,0.112532041,0.52197518,0.56602138,0.279516218,7.53E-02,0.418148257,0.949909142,5.53E-02,6.34E-02,0.157180719
797,0.112604537,0.521728267,0.565804162,0.27952849,7.52E-02,0.418287443,0.949970288,5.52E-02,6.32E-02,0.156820694
797.5,0.112666758,0.521481411,0.565604557,0.279571967,7.51E-02,0.418424217,0.949995317,5.51E-02,6.30E-02,0.156460544
798,0.112750924,0.52121313,0.565426294,0.279565658,7.50E-02,0.418564607,0.950005262,5.49E-02,6.28E-02,0.156058822
798.5,0.112783001,0.521106614,0.565316696,0.279520646,7.49E-02,0.418789683,0.95002846,5.48E-02,6.26E-02,0.155750711
799,0.112874094,0.520856529,0.565075144,0.279468844,7.48E-02,0.418969211,0.95003828,0.054604936,6.24E-02,0.155400815
799.5,0.112954539,0.520624382,0.56487925,0.279453398,7.47E-02,0.419103543,0.950041626,5.44E-02,6.22E-02,0.155040138
800,0.113012886,0.520419561,0.564738571,0.279471212,0.074570061,0.419452129,0.950058268,5.43E-02,6.18E-02,0.154688164
800.5,0.113069046,0.520172215,0.564570461,0.279491491,7.45E-02,,0.950116175,5.42E-02,,0.154358672
801,0.113134724,0.519981231,0.564348945,0.279470275,7.44E-02,,0.950216491,5.41E-02,,0.154011082
801.5,0.11318874,0.51975454,0.564214102,0.279459084,7.43E-02,,0.950303131,5.40E-02,,0.153709452
802,0.113257583,0.519562241,0.564063681,0.279464987,7.42E-02,,0.950290017,5.38E-02,,0.153371747
802.5,0.113332961,0.519389868,0.563894654,0.279487149,7.41E-02,,0.950209752,5.36E-02,,0.153004697
803,0.11337239,0.519140737,0.5637971,0.279517006,7.40E-02,,0.9502127,5.35E-02,,0.152700007
803.5,0.113430077,0.518942842,0.563571833,0.279473843,7.39E-02,,0.9502726,5.34E-02,,0.152378647
804,0.113474323,0.518800101,0.563390408,0.279500963,7.38E-02,,0.950361291,5.33E-02,,0.152126073
804.5,0.113517806,0.518622256,0.563243806,0.279553356,7.38E-02,,0.950396059,5.32E-02,,0.151868415
805,0.113567488,0.518380475,0.563105516,0.279596615,7.37E-02,,0.950370878,5.31E-02,,0.151581707
805.5,0.113621183,0.518140789,0.562921598,0.279613119,7.36E-02,,0.950402691,5.29E-02,,0.1513232
806,0.113649593,0.517983939,0.562735113,0.27956059,7.35E-02,,0.950378547,5.29E-02,,0.151049249
806.5,0.113709448,0.517810999,0.562603832,0.27952891,7.34E-02,,0.950484021,0.05274012,,0.150753558
807,0.113764112,0.517661509,0.562469144,0.279480168,7.33E-02,,0.950575795,5.26E-02,,0.150460001
807.5,0.113802887,0.517513149,0.562283413,0.279416952,7.32E-02,,0.950572749,5.25E-02,,0.150179304
808,0.113871971,0.517224193,0.562036839,0.279425581,7.31E-02,,0.95054862,5.24E-02,,0.149894731
808.5,0.113934501,0.517016948,0.561879351,0.279446074,7.30E-02,,0.950515842,5.22E-02,,0.149570455
809,0.113954402,0.516829011,0.561802141,0.279465566,7.29E-02,,0.950510865,5.21E-02,,0.149328225
809.5,0.113990401,0.516618032,0.561676179,0.279491131,7.29E-02,,0.950547143,5.20E-02,,0.149046057
810,0.114053485,0.516384846,0.561470455,0.279505376,7.28E-02,,0.950623596,5.18E-02,,0.14871244
810.5,0.114105168,0.516172037,0.5612567,0.279471973,7.27E-02,,0.950721753,5.17E-02,,0.148427651
811,0.114114303,0.51602106,0.561158544,0.279488174,7.26E-02,,0.950710936,5.17E-02,,0.148202537
811.5,0.114159042,0.515783674,0.560968256,0.27945233,7.25E-02,,0.950858829,5.15E-02,,0.147930786
812,0.114209945,0.515548168,0.560792163,0.279430934,7.24E-02,,0.950850265,5.14E-02,,0.147659832
812.5,0.114257956,0.515331984,0.560648802,0.279433038,7.23E-02,,0.950748435,5.12E-02,,0.14737835
813,0.114305549,0.515115562,0.560512961,0.279433792,7.22E-02,,0.950797465,5.10E-02,,0.147055981
813.5,0.114354187,0.5149138,0.560425278,0.279399841,7.21E-02,,0.950924618,5.09E-02,,0.146791328
814,0.114367376,0.514746946,0.560348778,0.279431047,7.20E-02,,0.950935294,5.08E-02,,0.146547841
814.5,0.114409086,0.51455127,0.560192104,0.279379804,7.19E-02,,0.950940367,5.07E-02,,0.146289153
815,0.114458426,0.514318994,0.559966055,0.279316415,7.19E-02,,0.950927194,5.05E-02,,0.146017505
815.5,0.11448096,0.514067562,0.559746483,0.279328921,7.17E-02,,0.950882571,5.03E-02,,0.145746284
816,0.114503708,0.51384311,0.559752935,0.27926791,0.071685829,,0.950967268,5.02E-02,,0.145482121
816.5,0.114555499,0.513672919,0.559583925,0.279230322,7.16E-02,,0.951151226,5.00E-02,,0.145171123
817,0.11458685,0.513443088,0.559454465,0.27923334,7.14E-02,,0.95116281,4.99E-02,,0.144888216
817.5,0.114608081,0.51318368,0.559351578,0.27920994,0.071347628,,0.951123817,4.98E-02,,0.144603573
818,0.11463468,0.512939724,0.559238242,0.279133277,7.13E-02,,0.951149835,4.96E-02,,0.144291674
818.5,0.114669503,0.512731805,0.559112874,0.279111418,7.12E-02,,0.951171563,4.95E-02,,0.143980948
819,0.114653961,0.512522951,0.559029961,0.27908202,7.11E-02,,0.951123412,4.94E-02,,0.143750895
819.5,0.114677279,0.512331203,0.558908514,0.27905718,7.10E-02,,0.951217169,4.93E-02,,0.143440699
820,0.11471299,0.512085488,0.558763725,0.279006773,7.09E-02,,0.951310947,4.92E-02,,0.143131516
820.5,0.114737856,0.51179611,0.558638495,0.278933719,7.08E-02,,0.951334584,4.90E-02,,0.142863343
821,0.114746369,0.511596263,0.558602929,0.278891371,7.06E-02,,0.951359147,4.89E-02,,0.142591262
821.5,0.114779497,0.511354446,0.558444009,0.278855005,7.05E-02,,0.951219412,4.87E-02,,0.142239115
822,0.114769019,0.511159218,0.558355594,0.278817052,7.04E-02,,0.951306367,4.86E-02,,0.141963403
822.5,0.114738578,0.510946361,0.558296666,0.278791326,7.03E-02,,0.951426774,0.048588085,,0.14172424
823,0.114725024,0.510712653,0.558228267,0.278761145,7.03E-02,,0.951499028,4.85E-02,,0.141467699
823.5,0.114766582,0.510500627,0.558122889,0.27869116,7.01E-02,,0.951542529,4.84E-02,,0.141139063
824,0.114762812,0.510194246,0.558068449,0.278676328,7.01E-02,,0.951502439,4.82E-02,,0.140812475
824.5,0.114741899,0.509983099,0.557979311,0.278660112,7.00E-02,,0.951452256,4.81E-02,,0.140572164
825,0.114731819,0.509787083,0.557910834,0.278596677,6.99E-02,,0.951468322,4.80E-02,,0.140321615
825.5,0.114731214,0.509576226,0.557846922,0.278499902,6.98E-02,,0.95155028,4.79E-02,,0.14003274
826,0.114725341,0.509346746,0.557746129,0.2784121,6.97E-02,,0.951627371,4.78E-02,,0.139714733
826.5,0.114708258,0.509106634,0.557637234,0.278360593,6.96E-02,,0.951391776,4.77E-02,,0.139396725
827,0.114669399,0.508879633,0.557578097,0.278424964,6.95E-02,,0.951531616,4.76E-02,,0.139082358
827.5,0.114625513,0.508663554,0.557458875,0.278458879,6.94E-02,,0.951682815,0.047495015,,0.13881172
828,0.114581538,0.508454351,0.557319314,0.278441424,6.93E-02,,0.951728909,4.74E-02,,0.138551565
828.5,0.114541495,0.508246293,0.557208999,0.278387043,6.93E-02,,0.951661207,4.73E-02,,0.138265506
829,0.114518144,0.508030265,0.557057969,0.278309697,6.92E-02,,0.951620189,4.72E-02,,0.137982266
829.5,0.114498417,0.507762967,0.556873014,0.278191145,6.91E-02,,0.951691479,4.71E-02,,0.137655312
830,0.114446877,0.50757606,0.556687491,0.278135445,6.90E-02,,0.951739533,4.70E-02,,0.137346799
830.5,0.114388979,0.507384562,0.556472029,0.278130776,6.89E-02,,0.951763287,0.046885519,,0.137055032
831,0.114343475,0.50713479,0.556222329,0.27813833,6.88E-02,,0.951772524,4.68E-02,,0.136766465
831.5,0.114296326,0.506903349,0.556003956,0.278099023,0.068682642,,0.95175875,4.67E-02,,0.136461944
832,0.114291207,0.506683579,0.55578528,0.278001483,6.86E-02,,0.951758426,0.046476423,,0.136126864
832.5,0.114232954,0.506450011,0.555554789,0.277891602,6.85E-02,,0.951852233,4.64E-02,,0.135853035
833,0.114160456,0.506220417,0.555318876,0.277824087,6.85E-02,,0.95191079,4.64E-02,,0.135575259
833.5,0.114091985,0.505999214,0.555083653,0.277807909,6.84E-02,,0.951944388,4.63E-02,,0.135284087
834,0.114011369,0.505771724,0.554853492,0.277795561,6.83E-02,,0.952141876,4.62E-02,,0.13504732
834.5,0.113977686,0.50554789,0.554660445,0.277727167,6.82E-02,,0.951984151,4.61E-02,,0.134724816
835,0.113911938,0.505402413,0.554441157,0.277661476,6.81E-02,,0.951936313,0.045983554,,0.13449289
835.5,0.113825183,0.505219079,0.554251793,0.277583942,0.068061655,,0.951924244,4.59E-02,,0.134231507
836,0.113745548,0.504988308,0.554074271,0.277516743,6.80E-02,,0.951928941,4.58E-02,,0.133938037
836.5,0.113704792,0.504770625,0.553846613,0.277498942,0.067864336,,0.951972422,4.57E-02,,0.133689887
837,0.113624887,0.504485362,0.553653151,0.277441063,6.78E-02,,0.952083573,4.56E-02,,0.133465081
837.5,0.113536021,0.504327224,0.553442073,0.277356936,6.78E-02,,0.952023494,4.55E-02,,0.133194293
838,0.113440573,0.504159323,0.553295063,0.277290558,6.77E-02,,0.952094918,4.55E-02,,0.132981565
838.5,0.113355143,0.503937414,0.553145032,0.277235365,6.77E-02,,0.952195447,4.54E-02,,0.132783451
839,0.113293372,0.50367819,0.552896893,0.277169869,6.76E-02,,0.952125755,4.53E-02,,0.132519966
839.5,0.113216581,0.503529746,0.552661652,0.277112285,6.75E-02,,0.952127417,4.52E-02,,0.132265403
840,0.113103904,0.503410233,0.552509151,0.277023232,0.067404373,,0.952229159,4.51E-02,,0.132030115
840.5,0.11301296,0.503212674,0.552346142,0.276946176,6.73E-02,,0.952303937,4.50E-02,,0.131801615
841,0.112916681,0.502991611,0.552183904,0.276875166,6.73E-02,,0.952313058,0.044899156,,0.131593011
841.5,0.112796506,0.502796133,0.552036571,0.276803785,6.73E-02,,0.952275619,4.48E-02,,0.131398833
842,0.112723169,0.502535214,0.551851611,0.276761381,6.72E-02,,0.952328235,4.47E-02,,0.131135844
842.5,0.11260499,0.502299874,0.551730147,0.276656647,6.71E-02,,0.952314051,4.47E-02,,0.130882288
843,0.112493645,0.502099911,0.551476687,0.276521219,6.70E-02,,0.952313319,4.45E-02,,0.130605271
843.5,0.112376889,0.501935089,0.551241779,0.276425852,6.69E-02,,0.952348146,4.44E-02,,0.130370762
844,0.112256391,0.501756499,0.55108033,0.276374216,6.69E-02,,0.952412139,4.43E-02,,0.130183933
844.5,0.112171979,0.501429719,0.550802695,0.276241243,0.066772643,,0.95246062,4.41E-02,,0.129921035
845,0.112029716,0.501191812,0.550607942,0.276196293,6.67E-02,,0.952469659,4.40E-02,,0.129746851
845.5,0.111910925,0.50098258,0.550343417,0.276104596,6.66E-02,,0.952390886,4.39E-02,,0.129496277
846,0.111786689,0.500774454,0.55009789,0.276019189,6.65E-02,,0.952396252,0.043775677,,0.129258569
846.5,0.111654096,0.500563539,0.549876207,0.275926833,6.65E-02,,0.952469004,4.37E-02,,0.129054374
847,0.111539746,0.500368393,0.549589341,0.275745102,6.64E-02,,0.95239725,4.36E-02,,0.12882348
847.5,0.111366294,0.500119554,0.549346443,0.275732077,6.63E-02,,0.952544464,4.35E-02,,0.12861406
848,0.111241594,0.499883383,0.549123821,0.275631919,6.63E-02,,0.95248956,4.33E-02,,0.128352034
848.5,0.111097355,0.499679398,0.54887897,0.275529477,6.62E-02,,0.952470227,4.32E-02,,0.128096375
849,0.110925709,0.499493719,0.548629986,0.275452235,6.61E-02,,0.952533663,4.31E-02,,0.127868074
849.5,0.110756026,0.499289283,0.548415891,0.275387466,6.60E-02,,0.952597421,0.043010801,,0.127658528
850,0.110601575,0.49900777,0.548085685,0.275284877,6.60E-02,,0.952492925,4.29E-02,,0.127405061
850.5,0.110450072,0.498808016,0.547847144,0.275216307,6.59E-02,,0.952547917,4.28E-02,,0.127160981
851,0.110274982,0.498566688,0.547572835,0.275131908,6.58E-02,,0.952627761,4.27E-02,,0.126917903
851.5,0.110080434,0.498327989,0.547306979,0.275050589,6.58E-02,,0.952676594,4.26E-02,,0.126686739
852,0.109887542,0.498148331,0.547111004,0.274992497,6.57E-02,,0.952663982,4.25E-02,,0.126465534
852.5,0.109745313,0.497845043,0.54682852,0.274860248,0.065633218,,0.952542536,4.23E-02,,0.12615266
853,0.109557103,0.49764875,0.546632071,0.27481661,6.56E-02,,0.952578317,4.22E-02,,0.125922312
853.5,0.109368686,0.497475201,0.546437025,0.274768144,6.55E-02,,0.952583723,4.21E-02,,0.125653796
854,0.109183683,0.497234365,0.546243512,0.274705936,6.54E-02,,0.95261721,0.042055657,,0.125375017
854.5,0.109004163,0.496902042,0.546054533,0.274645452,6.53E-02,,0.952730651,4.20E-02,,0.125112061
855,0.10885051,0.496632716,0.545837252,0.274625401,0.065221269,,0.95283423,4.18E-02,,0.124806384
855.5,0.108589882,0.496471947,0.545842715,0.274603601,6.52E-02,,0.952760645,4.18E-02,,0.124621821
856,0.108361675,0.496256515,0.545758074,0.274586342,0.065172212,,0.95276289,4.17E-02,,0.124399077
856.5,0.108164437,0.49605248,0.545591645,0.274562858,6.51E-02,,0.952778364,4.16E-02,,0.124140777
857,0.107982577,0.495846959,0.545386626,0.274522173,6.50E-02,,0.952765469,4.15E-02,,0.123867538
857.5,0.107799015,0.495473681,0.545193036,0.274455181,6.49E-02,,0.952759127,4.14E-02,,0.123604355
858,0.107574201,0.495352389,0.545079331,0.274391084,6.49E-02,,0.95274095,4.13E-02,,0.123354246
858.5,0.107346285,0.495145537,0.544900798,0.274406271,6.48E-02,,0.952853071,4.12E-02,,0.123146448
859,0.107143043,0.494875533,0.544680584,0.274376791,6.48E-02,,0.952843388,0.041177521,,0.122910893
859.5,0.106949467,0.494604676,0.544483458,0.27432375,6.47E-02,,0.952731188,4.12E-02,,0.122650033
860,0.106715777,0.494414661,0.544392366,0.274392338,6.46E-02,,0.952777344,4.11E-02,,0.122430606
860.5,0.106494767,0.494172824,0.544118943,0.274396882,6.45E-02,,0.952830708,4.10E-02,,0.122201816
861,0.106261682,0.493982238,0.543981732,0.274406388,6.45E-02,,0.952868591,4.10E-02,,0.121955478
861.5,0.106037293,0.493770071,0.543809925,0.274391316,0.064436509,,0.952951452,4.10E-02,,0.121726894
862,0.105813682,0.493526451,0.543592942,0.274381654,0.064404201,,0.952996304,4.09E-02,,0.121510211
862.5,0.105571895,0.49327863,0.543393692,0.274417096,6.44E-02,,0.952889144,4.09E-02,,0.121281943
863,0.105330296,0.493076666,0.543158972,0.274344617,6.43E-02,,0.95290335,4.08E-02,,0.121059968
863.5,0.105130555,0.492804684,0.542989963,0.274321414,6.42E-02,,0.95288498,4.07E-02,,0.120795284
864,0.104899361,0.492535385,0.542812542,0.274294387,6.42E-02,,0.952946098,4.07E-02,,0.120578767
864.5,0.104653605,0.492322508,0.542619297,0.274294979,6.41E-02,,0.953031179,0.040667135,,0.120379484
865,0.104428115,0.492172709,0.542430719,0.274336365,6.41E-02,,0.953062145,4.06E-02,,0.12015137
865.5,0.104217632,0.491923503,0.542301622,0.274250129,6.40E-02,,0.953082763,0.040533923,,0.119942375
866,0.103978687,0.491742605,0.542154975,0.274213611,6.40E-02,,0.953048754,0.040509226,,0.119760771
866.5,0.103746181,0.491577929,0.541966843,0.274175425,6.39E-02,,0.953059662,4.05E-02,,0.11955741
867,0.103521493,0.491356693,0.541761066,0.274145351,6.38E-02,,0.953095306,4.04E-02,,0.119342793
867.5,0.103296716,0.491078418,0.541581677,0.274131424,6.37E-02,,0.953130929,4.04E-02,,0.119144117
868,0.103054823,0.490916893,0.541501942,0.274116354,6.37E-02,,0.953178011,4.04E-02,,0.119005779
868.5,0.102840845,0.490665182,0.54130832,0.274107114,6.37E-02,,0.953133442,4.03E-02,,0.118780144
869,0.102603558,0.490501887,0.541180807,0.274105598,6.36E-02,,0.953221987,4.03E-02,,0.118612248
869.5,0.102372212,0.490323969,0.541047539,0.274079383,6.36E-02,,0.953284098,4.02E-02,,0.118464927
870,0.102150691,0.490096463,0.540882496,0.274028457,6.35E-02,,0.953250949,4.01E-02,,0.118304472
870.5,0.101902339,0.489900106,0.540743096,0.273998131,6.35E-02,,0.953209675,4.01E-02,,0.118119485
871,0.101668245,0.489706347,0.540674139,0.274063331,6.35E-02,,0.953434673,4.01E-02,,0.118006678
871.5,0.101475979,0.489510234,0.540510371,0.274034789,6.34E-02,,0.953462984,4.00E-02,,0.117831572
872,0.101261174,0.489339542,0.540358389,0.274027011,6.34E-02,,0.953356253,3.99E-02,,0.117654399
872.5,0.101028814,0.4891614,0.540219263,0.274042787,6.33E-02,,0.953246353,3.99E-02,,0.117485886
873,0.100832165,0.488909708,0.540018914,0.27400203,6.32E-02,,0.953293246,3.98E-02,,0.117301458
873.5,0.10058339,0.488774772,0.53987854,0.273974251,6.32E-02,,0.95328198,3.98E-02,,0.117181286
874,0.10037752,0.488559684,0.539736881,0.273952267,6.32E-02,,0.953267953,3.97E-02,,0.117018293
874.5,0.100142938,0.488386091,0.53963375,0.273962896,6.31E-02,,0.953407741,0.039601935,,0.116870285
875,9.99E-02,0.488216099,0.539533958,0.274015916,6.31E-02,,0.953590815,3.95E-02,,0.116732666
875.5,0.099667002,0.487967802,0.539387346,0.274098044,6.31E-02,,0.953623659,3.95E-02,,0.116572234
876,9.94E-02,0.487760679,0.539281718,0.274099328,6.30E-02,,0.953600385,3.94E-02,,0.116354844
876.5,9.92E-02,0.487544072,0.539095822,0.274090719,6.29E-02,,0.953561019,3.93E-02,,0.116196713
877,9.90E-02,0.487396188,0.538948091,0.274116084,6.29E-02,,0.953556646,0.039268169,,0.11605655
877.5,0.098739117,0.487232594,0.538809205,0.274140729,6.29E-02,,0.953594359,3.92E-02,,0.115902841
878,9.85E-02,0.486982059,0.538639799,0.274131384,6.28E-02,,0.953673933,3.92E-02,,0.115723154
878.5,9.83E-02,0.486770406,0.538500501,0.274132704,6.28E-02,,0.953816926,3.91E-02,,0.115565691
879,9.81E-02,0.486576873,0.538366913,0.274168608,6.27E-02,,0.953751871,3.90E-02,,0.115410586
879.5,9.78E-02,0.486394632,0.53819605,0.274195167,6.27E-02,,0.953803863,3.90E-02,,0.115296319
880,9.76E-02,0.486216841,0.538026533,0.274230509,6.27E-02,,0.953897369,3.89E-02,,0.115180326
880.5,9.73E-02,0.486031254,0.537890256,0.274277855,6.27E-02,,0.953932509,3.89E-02,,0.115031421
881,9.71E-02,0.48581508,0.537784792,0.274295177,0.062632749,,0.953865677,3.88E-02,,0.114862096
881.5,9.68E-02,0.485559424,0.537657894,0.274311601,6.25E-02,,0.953891957,3.88E-02,,0.114683111
882,9.66E-02,0.485319003,0.5374475,0.27430292,6.24E-02,,0.953985464,3.87E-02,,0.114489363
882.5,0.096350472,0.48510602,0.537264973,0.274314306,6.24E-02,,0.954099957,0.03864316,,0.114336186
883,9.61E-02,0.48491211,0.537129881,0.274340968,6.24E-02,,0.954172693,3.86E-02,,0.114221959
883.5,9.58E-02,0.484708857,0.536947222,0.27431826,6.23E-02,,0.954130242,3.86E-02,,0.114078122
884,9.56E-02,0.484501877,0.536760108,0.274256788,6.23E-02,,0.954137605,3.86E-02,,0.113946685
884.5,9.53E-02,0.484210627,0.536573924,0.274255299,6.22E-02,,0.954183694,3.86E-02,,0.113802574
885,9.50E-02,0.483933138,0.536390076,0.274259591,6.21E-02,,0.954273233,3.85E-02,,0.113631278
885.5,9.48E-02,0.483706211,0.536219772,0.274242993,6.21E-02,,0.95434052,3.85E-02,,0.113452642
886,9.45E-02,0.48351632,0.536071677,0.274203282,6.20E-02,,0.954296195,3.85E-02,,0.113304029
886.5,9.43E-02,0.483266392,0.535837644,0.274197578,6.20E-02,,0.954351308,3.84E-02,,0.113146372
887,9.40E-02,0.483052356,0.535652653,0.274205887,6.19E-02,,0.954380362,3.84E-02,,0.112989454
887.5,9.37E-02,0.482838575,0.53546872,0.27419224,6.18E-02,,0.954361265,3.84E-02,,0.112828564
